statecode,county,eq_site_limit,hu_site_limit,fl_site_limit
FL,VOLUSIA COUNTY,0,201339.27,0
FL,VOLUSIA COUNTY,0,201339.27,0
FL,VOLUSIA COUNTY,0,382291.33,0
FL,VOLUSIA COUNTY,1097578.8,1097578.8,1097578.8
FL,VOLUSIA COUNTY,0,0,0
FL,VOLUSIA COUNTY,0,0,610480.8
FL,VOLUSIA COUNTY,0,0,83062.8
FL,VOLUSIA COUNTY,0,11222.64,0
FL,VOLUSIA COUNTY,0,2179757.48,0
FL,VOLUSIA COUNTY,0,1035866.42,0
FL,VOLUSIA COUNTY,0,5456.45,0
FL,VOLUSIA COUNTY,0,65434.72,0
FL,VOLUSIA COUNTY,0,168339.59,0
FL,VOLUSIA COUNTY,0,168339.59,0
FL,VOLUSIA COUNTY,0,467770.82,0
FL,VOLUSIA COUNTY,0,61724.52,0
FL,VOLUSIA COUNTY,0,6660.64,0
FL,VOLUSIA COUNTY,0,2121.08,0
FL,VOLUSIA COUNTY,0,12344.9,0
FL,VOLUSIA COUNTY,0,11110.41,0
FL,VOLUSIA COUNTY,0,2468.98,0
FL,VOLUSIA COUNTY,0,29627.77,0
FL,VOLUSIA COUNTY,0,1930.29,0
FL,VOLUSIA COUNTY,0,17282.86,0
FL,VOLUSIA COUNTY,0,1109.92,0
FL,VOLUSIA COUNTY,0,72162.69,0
FL,VOLUSIA COUNTY,0,59621.39,0
FL,VOLUSIA COUNTY,0,2545.29,0
FL,VOLUSIA COUNTY,0,29178.86,0
FL,VOLUSIA COUNTY,0,134671.67,0
FL,VOLUSIA COUNTY,0,179562.23,0
FL,VOLUSIA COUNTY,0,112226.39,0
FL,VOLUSIA COUNTY,0,945.9,0
FL,VOLUSIA COUNTY,0,3870626.76,0
FL,VOLUSIA COUNTY,0,73048.14,0
FL,VOLUSIA COUNTY,0,507.6,0
FL,VOLUSIA COUNTY,275894.1,275894.1,0
FL,VOLUSIA COUNTY,0,966168,0
FL,VOLUSIA COUNTY,0,0,495000
FL,VOLUSIA COUNTY,0,0,42300
FL,VOLUSIA COUNTY,0,0,397704.6
FL,VOLUSIA COUNTY,0,0,148521.6
FL,VOLUSIA COUNTY,0,0,448470
FL,VOLUSIA COUNTY,0,0,13500
FL,VOLUSIA COUNTY,0,0,244861.2
FL,VOLUSIA COUNTY,0,0,751968
FL,VOLUSIA COUNTY,0,0,677340
FL,VOLUSIA COUNTY,0,0,720000
FL,VOLUSIA COUNTY,0,0,630000
FL,VOLUSIA COUNTY,0,0,144720
FL,VOLUSIA COUNTY,0,262591.8,0
FL,VOLUSIA COUNTY,3592673.1,0,3592673.1
FL,VOLUSIA COUNTY,0,7200,0
FL,VOLUSIA COUNTY,0,318193.2,0
FL,VOLUSIA COUNTY,0,192705.3,0
FL,VOLUSIA COUNTY,0,192705.3,0
FL,VOLUSIA COUNTY,0,192705.3,0
FL,VOLUSIA COUNTY,0,192705.3,0
FL,VOLUSIA COUNTY,0,234369.9,0
FL,VOLUSIA COUNTY,0,234369.9,0
FL,VOLUSIA COUNTY,0,172866.6,0
FL,VOLUSIA COUNTY,0,444186.9,0
FL,VOLUSIA COUNTY,0,336494.7,0
FL,VOLUSIA COUNTY,0,197937.9,0
FL,VOLUSIA COUNTY,409500,409500,409500
FL,VOLUSIA COUNTY,175500,175500,175500
FL,VOLUSIA COUNTY,132300,132300,132300
FL,VOLUSIA COUNTY,0,258904.8,0
FL,VOLUSIA COUNTY,0,261678.78,0
FL,VOLUSIA COUNTY,0,3268673.1,0
FL,VOLUSIA COUNTY,0,1408257.18,0
FL,VOLUSIA COUNTY,0,148870.26,0
FL,VOLUSIA COUNTY,0,154418.22,0
FL,VOLUSIA COUNTY,0,945.9,0
FL,VOLUSIA COUNTY,58932,58932,58932
FL,VOLUSIA COUNTY,0,15030000,0
FL,VOLUSIA COUNTY,651427.2,651427.2,0
FL,VOLUSIA COUNTY,0,822725.69,0
FL,VOLUSIA COUNTY,0,1307779.46,0
FL,VOLUSIA COUNTY,0,1692459.06,0
FL,VOLUSIA COUNTY,0,316846.41,0
FL,VOLUSIA COUNTY,0,68325.13,0
FL,VOLUSIA COUNTY,0,1626138.13,0
FL,VOLUSIA COUNTY,0,245970.47,0
FL,VOLUSIA COUNTY,0,91100.18,0
FL,VOLUSIA COUNTY,0,45550.09,0
FL,VOLUSIA COUNTY,0,63405.72,0
FL,VOLUSIA COUNTY,0,115724.55,0
FL,VOLUSIA COUNTY,0,33342.66,0
FL,VOLUSIA COUNTY,0,27967.75,0
FL,VOLUSIA COUNTY,0,1222655.46,0
FL,VOLUSIA COUNTY,0,126355.94,0
FL,VOLUSIA COUNTY,0,992080.91,0
FL,VOLUSIA COUNTY,0,5057790.65,0
FL,VOLUSIA COUNTY,0,63770.12,0
FL,VOLUSIA COUNTY,0,323678.92,0
FL,VOLUSIA COUNTY,0,1203433.32,0
FL,VOLUSIA COUNTY,0,681167.12,0
FL,VOLUSIA COUNTY,0,1099701,0
FL,VOLUSIA COUNTY,0,1139400,0
FL,VOLUSIA COUNTY,0,1139706,0
FL,VOLUSIA COUNTY,0,1008126,0
FL,VOLUSIA COUNTY,0,434736,0
FL,VOLUSIA COUNTY,0,3258225,0
FL,VOLUSIA COUNTY,0,1503873,0
FL,VOLUSIA COUNTY,0,1694970,0
FL,VOLUSIA COUNTY,0,857952,0
FL,VOLUSIA COUNTY,0,70200,0
FL,VOLUSIA COUNTY,0,2175012,0
FL,VOLUSIA COUNTY,0,2405556,0
FL,VOLUSIA COUNTY,0,968238,0
FL,VOLUSIA COUNTY,0,208665,0
FL,VOLUSIA COUNTY,0,2292288.77,0
FL,VOLUSIA COUNTY,0,796819.98,0
FL,VOLUSIA COUNTY,503919,503919,503919
FL,VOLUSIA COUNTY,1211724,1211724,1211724
FL,VOLUSIA COUNTY,0,0,112500
FL,VOLUSIA COUNTY,0,0,25200
FL,VOLUSIA COUNTY,0,160034.83,0
FL,VOLUSIA COUNTY,0,151202.62,0
FL,VOLUSIA COUNTY,0,151202.62,0
FL,VOLUSIA COUNTY,0,22684.32,0
FL,VOLUSIA COUNTY,0,51263.89,0
FL,VOLUSIA COUNTY,0,22684.32,0
FL,VOLUSIA COUNTY,0,3137445.88,0
FL,VOLUSIA COUNTY,0,181656.9,0
FL,VOLUSIA COUNTY,0,221621.4,0
FL,VOLUSIA COUNTY,0,324801.9,0
FL,VOLUSIA COUNTY,276127.2,276127.2,0
FL,VOLUSIA COUNTY,0,9747.72,0
FL,VOLUSIA COUNTY,0,343629.86,0
FL,VOLUSIA COUNTY,0,74629.26,0
FL,VOLUSIA COUNTY,0,87237.53,0
FL,VOLUSIA COUNTY,0,3331773,0
FL,VOLUSIA COUNTY,0,3100401,0
FL,VOLUSIA COUNTY,0,252459,0
FL,VOLUSIA COUNTY,0,2009745,0
FL,VOLUSIA COUNTY,0,887285.07,0
FL,VOLUSIA COUNTY,0,0,109188
FL,VOLUSIA COUNTY,0,0,38138.4
FL,VOLUSIA COUNTY,0,0,517500
FL,VOLUSIA COUNTY,0,0,153900
FL,VOLUSIA COUNTY,0,0,18000
FL,VOLUSIA COUNTY,0,2298825,0
FL,VOLUSIA COUNTY,0,1080216,0
FL,VOLUSIA COUNTY,2108159.1,2108159.1,2108159.1
FL,VOLUSIA COUNTY,0,614101.92,0
FL,VOLUSIA COUNTY,0,3712627.83,0
FL,VOLUSIA COUNTY,334536.3,334536.3,0
FL,VOLUSIA COUNTY,310968.9,310968.9,0
FL,VOLUSIA COUNTY,0,214814.21,0
FL,VOLUSIA COUNTY,0,685619.92,0
FL,VOLUSIA COUNTY,0,243601.87,0
FL,VOLUSIA COUNTY,0,161156.21,0
FL,VOLUSIA COUNTY,0,192676.87,0
FL,VOLUSIA COUNTY,0,83812.16,0
FL,VOLUSIA COUNTY,0,846931,0
FL,VOLUSIA COUNTY,0,8563.42,0
FL,VOLUSIA COUNTY,0,318577.31,0
FL,VOLUSIA COUNTY,0,8563.42,0
FL,VOLUSIA COUNTY,0,119049.71,0
FL,VOLUSIA COUNTY,0,27330.05,0
FL,VOLUSIA COUNTY,0,8563.42,0
FL,VOLUSIA COUNTY,0,2910641.5,0
FL,VOLUSIA COUNTY,0,66229.83,0
FL,VOLUSIA COUNTY,0,8563.42,0
FL,VOLUSIA COUNTY,0,8563.42,0
FL,VOLUSIA COUNTY,0,8563.42,0
FL,VOLUSIA COUNTY,0,16944.63,0
FL,VOLUSIA COUNTY,0,49922.9,0
FL,VOLUSIA COUNTY,0,1474060.13,0
FL,VOLUSIA COUNTY,0,3894336,0
FL,VOLUSIA COUNTY,0,2077218,0
FL,VOLUSIA COUNTY,0,2261673,0
FL,VOLUSIA COUNTY,0,2404728,0
FL,VOLUSIA COUNTY,0,1048194,0
FL,VOLUSIA COUNTY,0,1188747,0
FL,VOLUSIA COUNTY,0,1048194,0
FL,VOLUSIA COUNTY,0,1316709,0
FL,VOLUSIA COUNTY,0,15210,0
FL,VOLUSIA COUNTY,0,1989000,0
FL,VOLUSIA COUNTY,0,1670193,0
FL,VOLUSIA COUNTY,0,1640664,0
FL,VOLUSIA COUNTY,0,1607130,0
FL,VOLUSIA COUNTY,0,1430163,0
FL,VOLUSIA COUNTY,0,3036375,0
FL,VOLUSIA COUNTY,0,1511901,0
FL,VOLUSIA COUNTY,0,667746,0
FL,VOLUSIA COUNTY,0,1106721,0
FL,VOLUSIA COUNTY,0,950814,0
FL,VOLUSIA COUNTY,0,1051155.01,0
FL,VOLUSIA COUNTY,0,1165860.76,0
FL,VOLUSIA COUNTY,643500,643500,643500
FL,VOLUSIA COUNTY,252248.4,252248.4,0
FL,VOLUSIA COUNTY,138864.6,138864.6,0
FL,VOLUSIA COUNTY,0,289908,0
FL,VOLUSIA COUNTY,0,253710,0
FL,VOLUSIA COUNTY,0,370791,0
FL,VOLUSIA COUNTY,0,2395800,0
FL,VOLUSIA COUNTY,0,0,275293.8
FL,VOLUSIA COUNTY,0,0,40697.1
FL,VOLUSIA COUNTY,0,0,27000
FL,PUTNAM COUNTY,211608,211608,0
FL,PUTNAM COUNTY,0,283599.86,0
FL,PUTNAM COUNTY,0,2079732.33,0
FL,PUTNAM COUNTY,0,4270048.76,0
FL,PUTNAM COUNTY,0,142215.88,0
FL,PUTNAM COUNTY,0,851325.2,0
FL,PUTNAM COUNTY,0,5166655.96,0
FL,PUTNAM COUNTY,0,2147796.3,0
FL,PUTNAM COUNTY,0,598477.96,0
FL,PUTNAM COUNTY,0,59553.67,0
FL,VOLUSIA COUNTY,150415.2,150415.2,150415.2
FL,VOLUSIA COUNTY,44100,44100,44100
FL,VOLUSIA COUNTY,0,873,0
FL,VOLUSIA COUNTY,315000,315000,315000
FL,VOLUSIA COUNTY,491228.1,491228.1,0
FL,VOLUSIA COUNTY,0,1240323.26,0
FL,VOLUSIA COUNTY,0,476271,0
FL,VOLUSIA COUNTY,0,892539,0
FL,VOLUSIA COUNTY,0,1364859.23,0
FL,VOLUSIA COUNTY,0,201339.27,0
FL,VOLUSIA COUNTY,0,214644.01,0
FL,VOLUSIA COUNTY,0,390014.19,0
FL,VOLUSIA COUNTY,0,0,166500
FL,VOLUSIA COUNTY,0,940344.93,0
FL,VOLUSIA COUNTY,0,974771.5,0
FL,VOLUSIA COUNTY,0,51624.14,0
FL,VOLUSIA COUNTY,0,66945.29,0
FL,VOLUSIA COUNTY,0,4801.05,0
FL,VOLUSIA COUNTY,0,79074.72,0
FL,VOLUSIA COUNTY,0,54212.08,0
FL,VOLUSIA COUNTY,0,436170.11,0
FL,VOLUSIA COUNTY,0,320967.48,0
FL,VOLUSIA COUNTY,0,124308.68,0
FL,VOLUSIA COUNTY,0,87947.33,0
FL,VOLUSIA COUNTY,0,368853.36,0
FL,VOLUSIA COUNTY,0,70095.48,0
FL,VOLUSIA COUNTY,0,1153817.48,0
FL,VOLUSIA COUNTY,0,78558.47,0
FL,VOLUSIA COUNTY,0,70095.48,0
FL,VOLUSIA COUNTY,0,65632.24,0
FL,VOLUSIA COUNTY,0,65632.24,0
FL,VOLUSIA COUNTY,0,65632.24,0
FL,VOLUSIA COUNTY,0,65632.24,0
FL,VOLUSIA COUNTY,0,5303.82,0
FL,VOLUSIA COUNTY,0,70095.48,0
FL,VOLUSIA COUNTY,0,32554.63,0
FL,VOLUSIA COUNTY,0,28056.6,0
FL,VOLUSIA COUNTY,0,11671.54,0
FL,VOLUSIA COUNTY,0,89781.11,0
FL,VOLUSIA COUNTY,0,193814.98,0
FL,VOLUSIA COUNTY,0,16277.32,0
FL,VOLUSIA COUNTY,0,76313.95,0
FL,VOLUSIA COUNTY,0,501168.27,0
FL,VOLUSIA COUNTY,0,643822.6,0
FL,VOLUSIA COUNTY,0,212524.24,0
FL,VOLUSIA COUNTY,0,2922829.74,0
FL,VOLUSIA COUNTY,0,501168.27,0
FL,VOLUSIA COUNTY,0,53162.76,0
FL,VOLUSIA COUNTY,0,687565.08,0
FL,VOLUSIA COUNTY,0,84009.31,0
FL,VOLUSIA COUNTY,0,429760.86,0
FL,VOLUSIA COUNTY,0,329474.24,0
FL,VOLUSIA COUNTY,0,216324.22,0
FL,VOLUSIA COUNTY,0,54212.08,0
FL,VOLUSIA COUNTY,0,134671.67,0
FL,VOLUSIA COUNTY,0,529200.9,0
FL,MARION COUNTY,32130,32130,32130
FL,MARION COUNTY,0,273331.86,0
FL,MARION COUNTY,0,5611.32,0
FL,MARION COUNTY,0,76079.39,0
FL,MARION COUNTY,0,201193.86,0
FL,MARION COUNTY,0,104849.75,0
FL,MARION COUNTY,0,111583.33,0
FL,MARION COUNTY,0,41491.22,0
FL,MARION COUNTY,0,23607.94,0
FL,MARION COUNTY,0,57735.99,0
FL,FLAGLER COUNTY,1267496.1,1267496.1,1267496.1
FL,FLAGLER COUNTY,229050,229050,229050
FL,FLAGLER COUNTY,0,790584.3,0
FL,FLAGLER COUNTY,328462.2,328462.2,0
FL,FLAGLER COUNTY,0,2835785.66,0
FL,FLAGLER COUNTY,0,8516440.8,0
FL,FLAGLER COUNTY,0,201339.27,0
FL,FLAGLER COUNTY,0,59749.33,0
FL,FLAGLER COUNTY,0,66269.68,0
FL,FLAGLER COUNTY,0,47054.28,0
FL,FLAGLER COUNTY,0,22721.36,0
FL,FLAGLER COUNTY,0,1178377.11,0
FL,FLAGLER COUNTY,0,89781.11,0
FL,FLAGLER COUNTY,0,189325.92,0
FL,FLAGLER COUNTY,0,189325.92,0
FL,FLAGLER COUNTY,0,189325.92,0
FL,FLAGLER COUNTY,0,231466.93,0
FL,FLAGLER COUNTY,0,181427.43,0
FL,FLAGLER COUNTY,0,19078.49,0
FL,FLAGLER COUNTY,0,179562.23,0
FL,FLAGLER COUNTY,0,140282.99,0
FL,FLAGLER COUNTY,0,140282.99,0
FL,FLAGLER COUNTY,0,1683395.87,0
FL,FLAGLER COUNTY,0,5353.2,0
FL,FLAGLER COUNTY,0,157116.95,0
FL,FLAGLER COUNTY,0,140282.99,0
FL,FLAGLER COUNTY,0,140282.99,0
FL,FLAGLER COUNTY,0,140282.99,0
FL,FLAGLER COUNTY,0,140282.99,0
FL,FLAGLER COUNTY,0,402577.39,0
FL,FLAGLER COUNTY,0,606523.04,0
FL,FLAGLER COUNTY,3903302.7,0,3903302.7
FL,FLAGLER COUNTY,496211.4,496211.4,496211.4
FL,FLAGLER COUNTY,0,2427528.6,0
FL,FLAGLER COUNTY,0,65700,0
FL,FLAGLER COUNTY,0,70200,0
FL,FLAGLER COUNTY,0,70200,0
FL,FLAGLER COUNTY,45900,45900,45900
FL,FLAGLER COUNTY,17100,17100,17100
FL,FLAGLER COUNTY,0,1880988.45,0
FL,FLAGLER COUNTY,1285200,1285200,1285200
FL,FLAGLER COUNTY,1053558,1053558,1053558
FL,FLAGLER COUNTY,389895.3,389895.3,0
FL,FLAGLER COUNTY,225291.6,225291.6,0
FL,FLAGLER COUNTY,0,4211.48,0
FL,FLAGLER COUNTY,0,248826.42,0
FL,FLAGLER COUNTY,0,221188.01,0
FL,FLAGLER COUNTY,0,265818.29,0
FL,FLAGLER COUNTY,0,265818.29,0
FL,FLAGLER COUNTY,0,25118.42,0
FL,FLAGLER COUNTY,0,248826.42,0
FL,FLAGLER COUNTY,0,262152.51,0
FL,FLAGLER COUNTY,0,64523.78,0
FL,FLAGLER COUNTY,0,145035.97,0
FL,FLAGLER COUNTY,0,61239.62,0
FL,FLAGLER COUNTY,0,81590.89,0
FL,FLAGLER COUNTY,0,3807.19,0
FL,FLAGLER COUNTY,0,81590.89,0
FL,FLAGLER COUNTY,0,2461.08,0
FL,FLAGLER COUNTY,0,58183.9,0
FL,FLAGLER COUNTY,0,43807.21,0
FL,FLAGLER COUNTY,0,4193872.37,0
FL,FLAGLER COUNTY,0,3535.25,0
FL,FLAGLER COUNTY,0,57095.22,0
FL,FLAGLER COUNTY,0,5505.02,0
FL,FLAGLER COUNTY,0,9531.58,0
FL,FLAGLER COUNTY,0,156153.88,0
FL,FLAGLER COUNTY,0,265126.65,0
FL,FLAGLER COUNTY,0,265126.65,0
FL,FLAGLER COUNTY,0,156153.88,0
FL,FLAGLER COUNTY,0,370375.63,0
FL,FLAGLER COUNTY,0,1094154.96,0
FL,FLAGLER COUNTY,0,88765.64,0
FL,FLAGLER COUNTY,0,3786062.37,0
FL,FLAGLER COUNTY,0,1671276.63,0
FL,FLAGLER COUNTY,0,223702.57,0
FL,FLAGLER COUNTY,0,414568.99,0
FL,FLAGLER COUNTY,0,39238.57,0
FL,FLAGLER COUNTY,0,414568.99,0
FL,FLAGLER COUNTY,0,820418.34,0
FL,FLAGLER COUNTY,0,1326437.47,0
FL,FLAGLER COUNTY,0,2338387.92,0
FL,FLAGLER COUNTY,0,3417491.44,0
FL,FLAGLER COUNTY,0,916115.05,0
FL,FLAGLER COUNTY,0,1017893.37,0
FL,FLAGLER COUNTY,0,4096263.27,0
FL,FLAGLER COUNTY,0,56113.2,0
FL,FLAGLER COUNTY,0,112226.39,0
FL,FLAGLER COUNTY,0,140282.99,0
FL,FLAGLER COUNTY,0,56113.2,0
FL,FLAGLER COUNTY,0,163396.01,0
FL,FLAGLER COUNTY,0,198319.74,0
FL,FLAGLER COUNTY,0,39744.98,0
FL,FLAGLER COUNTY,0,29158.66,0
FL,FLAGLER COUNTY,0,7574.16,0
FL,FLAGLER COUNTY,0,22721.36,0
FL,FLAGLER COUNTY,0,37534.12,0
FL,FLAGLER COUNTY,0,50490.65,0
FL,FLAGLER COUNTY,0,82047.59,0
FL,FLAGLER COUNTY,0,58879.58,0
FL,FLAGLER COUNTY,0,25245.33,0
FL,FLAGLER COUNTY,0,86150.59,0
FL,FLAGLER COUNTY,0,97098.27,0
FL,FLAGLER COUNTY,0,56802.27,0
FL,FLAGLER COUNTY,0,56802.27,0
FL,FLAGLER COUNTY,0,31556.94,0
FL,FLAGLER COUNTY,0,94670.82,0
FL,FLAGLER COUNTY,0,46704.13,0
FL,FLAGLER COUNTY,0,50490.65,0
FL,FLAGLER COUNTY,0,1281064.25,0
FL,FLAGLER COUNTY,0,217257.95,0
FL,FLAGLER COUNTY,0,217257.95,0
FL,FLAGLER COUNTY,0,97098.27,0
FL,FLAGLER COUNTY,0,36411.85,0
FL,FLAGLER COUNTY,0,135793.93,0
FL,FLAGLER COUNTY,0,16833.96,0
FL,FLAGLER COUNTY,0,26934.33,0
FL,FLAGLER COUNTY,0,896980.65,0
FL,FLAGLER COUNTY,0,439927.45,0
FL,FLAGLER COUNTY,0,8978.11,0
FL,FLAGLER COUNTY,0,50501.88,0
FL,FLAGLER COUNTY,0,38156.97,0
FL,FLAGLER COUNTY,0,56113.2,0
FL,FLAGLER COUNTY,0,22445.28,0
FL,FLAGLER COUNTY,0,28056.6,0
FL,FLAGLER COUNTY,0,106615.07,0
FL,PUTNAM COUNTY,111600,111600,111600
FL,PUTNAM COUNTY,1530,1530,1530
FL,PUTNAM COUNTY,0,940893.49,0
FL,VOLUSIA COUNTY,0,2372355,0
FL,VOLUSIA COUNTY,0,0,540000
FL,VOLUSIA COUNTY,0,0,64502.1
FL,VOLUSIA COUNTY,0,16833.96,0
FL,VOLUSIA COUNTY,0,21133.35,0
FL,VOLUSIA COUNTY,0,87947.33,0
FL,VOLUSIA COUNTY,0,89781.11,0
FL,VOLUSIA COUNTY,0,89781.11,0
FL,VOLUSIA COUNTY,0,54212.08,0
FL,VOLUSIA COUNTY,0,28056.6,0
FL,VOLUSIA COUNTY,0,168339.59,0
FL,VOLUSIA COUNTY,0,134671.67,0
FL,VOLUSIA COUNTY,0,8978.11,0
FL,VOLUSIA COUNTY,0,188540.34,0
FL,ST  JOHNS COUNTY,511004.7,511004.7,511004.7
FL,ST  JOHNS COUNTY,163620,163620,163620
FL,ST  JOHNS COUNTY,0,193879.3,0
FL,ST  JOHNS COUNTY,0,85422.35,0
FL,ST  JOHNS COUNTY,0,234785.42,0
FL,ST  JOHNS COUNTY,0,1421662.5,0
FL,ST  JOHNS COUNTY,0,16833.96,0
FL,PUTNAM COUNTY,450900,450900,450900
FL,PUTNAM COUNTY,255600,255600,255600
FL,PUTNAM COUNTY,183690,183690,183690
FL,PUTNAM COUNTY,79258.5,79258.5,79258.5
FL,PUTNAM COUNTY,0,295891.2,0
FL,PUTNAM COUNTY,0,8321.94,0
FL,PUTNAM COUNTY,0,3545.31,0
FL,PUTNAM COUNTY,0,15194.17,0
FL,PUTNAM COUNTY,0,6953.87,0
FL,PUTNAM COUNTY,0,1012.94,0
FL,PUTNAM COUNTY,0,607.77,0
FL,PUTNAM COUNTY,0,303.88,0
FL,PUTNAM COUNTY,0,25323.62,0
FL,PUTNAM COUNTY,0,303.88,0
FL,PUTNAM COUNTY,0,506472.43,0
FL,PUTNAM COUNTY,0,1012.94,0
FL,PUTNAM COUNTY,0,8913.91,0
FL,PUTNAM COUNTY,0,8204.85,0
FL,PUTNAM COUNTY,0,255524.53,0
FL,PUTNAM COUNTY,0,607.77,0
FL,PUTNAM COUNTY,0,506.47,0
FL,PUTNAM COUNTY,0,1012.94,0
FL,PUTNAM COUNTY,0,1012.94,0
FL,PUTNAM COUNTY,0,10129.45,0
FL,PUTNAM COUNTY,0,4051.78,0
FL,PUTNAM COUNTY,0,506.47,0
FL,PUTNAM COUNTY,0,18233.01,0
FL,PUTNAM COUNTY,0,506.47,0
FL,PUTNAM COUNTY,0,506.47,0
FL,PUTNAM COUNTY,0,506.47,0
FL,PUTNAM COUNTY,0,1012.94,0
FL,PUTNAM COUNTY,0,765306.43,0
FL,PUTNAM COUNTY,0,444254.4,0
FL,PUTNAM COUNTY,0,1250778.67,0
FL,PUTNAM COUNTY,157410,157410,157410
FL,PUTNAM COUNTY,142020,142020,142020
FL,PUTNAM COUNTY,81990,81990,81990
FL,LAKE COUNTY,0,27000000,0
FL,LAKE COUNTY,245626.2,245626.2,245626.2
FL,LAKE COUNTY,1401300,1401300,1401300
FL,LAKE COUNTY,0,143322.3,0
FL,LAKE COUNTY,0,684248.4,0
FL,LAKE COUNTY,0,1583367.31,0
FL,LAKE COUNTY,0,18720000,0
FL,LAKE COUNTY,0,345984,0
FL,LAKE COUNTY,544923,544923,0
FL,LAKE COUNTY,0,943555.05,0
FL,SUMTER COUNTY,0,1706327.88,0
FL,LAKE COUNTY,0,201339.27,0
FL,LAKE COUNTY,1634724,1634724,1634724
FL,SUMTER COUNTY,13145.4,13145.4,13145.4
FL,MARION COUNTY,0,1100488.99,0
FL,SUMTER COUNTY,0,1237761.03,0
FL,SUMTER COUNTY,1384650,1384650,1384650
FL,SUMTER COUNTY,483272.1,483272.1,0
FL,SUMTER COUNTY,0,1374773.29,0
FL,SUMTER COUNTY,0,563376.48,0
FL,SUMTER COUNTY,0,1579025.32,0
FL,SUMTER COUNTY,0,1879867.24,0
FL,FLAGLER COUNTY,0,1030071.24,0
FL,FLAGLER COUNTY,0,814625.46,0
FL,FLAGLER COUNTY,0,7784712.54,0
FL,FLAGLER COUNTY,0,208048.5,0
FL,FLAGLER COUNTY,0,3560865.66,0
FL,FLAGLER COUNTY,126004.5,126004.5,126004.5
FL,FLAGLER COUNTY,16200,16200,16200
FL,FLAGLER COUNTY,16200,16200,16200
FL,FLAGLER COUNTY,29700,29700,29700
FL,FLAGLER COUNTY,27000,27000,27000
FL,FLAGLER COUNTY,19147.5,19147.5,19147.5
FL,FLAGLER COUNTY,135000,135000,135000
FL,FLAGLER COUNTY,16200,16200,16200
FL,FLAGLER COUNTY,11700,11700,11700
FL,FLAGLER COUNTY,14072.4,14072.4,14072.4
FL,FLAGLER COUNTY,112500,112500,112500
FL,FLAGLER COUNTY,0,336502.48,0
FL,FLAGLER COUNTY,0,1069640.25,0
FL,FLAGLER COUNTY,0,3988489.07,0
FL,FLAGLER COUNTY,0,1822920.8,0
FL,FLAGLER COUNTY,0,2084892.01,0
FL,FLAGLER COUNTY,0,1495683.4,0
FL,FLAGLER COUNTY,0,24606.26,0
FL,FLAGLER COUNTY,0,582213.35,0
FL,FLAGLER COUNTY,0,12690.65,0
FL,FLAGLER COUNTY,0,72608.63,0
FL,FLAGLER COUNTY,0,46227.49,0
FL,FLAGLER COUNTY,0,935.48,0
FL,FLAGLER COUNTY,0,90647.48,0
FL,FLAGLER COUNTY,0,2650813.57,0
FL,FLAGLER COUNTY,0,330675.06,0
FL,FLAGLER COUNTY,0,203915.35,0
FL,VOLUSIA COUNTY,133740,133740,133740
FL,VOLUSIA COUNTY,0,8279469,0
FL,VOLUSIA COUNTY,0,2489184.72,0
FL,VOLUSIA COUNTY,0,310685.76,0
FL,VOLUSIA COUNTY,0,3012502.5,0
FL,VOLUSIA COUNTY,0,3233790,0
FL,VOLUSIA COUNTY,0,33743.7,0
FL,VOLUSIA COUNTY,0,33743.7,0
FL,VOLUSIA COUNTY,0,33743.7,0
FL,VOLUSIA COUNTY,0,33743.7,0
FL,VOLUSIA COUNTY,45000,45000,45000
FL,VOLUSIA COUNTY,900,900,900
FL,VOLUSIA COUNTY,27000,27000,27000
FL,VOLUSIA COUNTY,22500,22500,22500
FL,VOLUSIA COUNTY,9000,9000,9000
FL,VOLUSIA COUNTY,0,18450000,0
FL,VOLUSIA COUNTY,595863.9,595863.9,0
FL,VOLUSIA COUNTY,255182.4,255182.4,0
FL,VOLUSIA COUNTY,829856.7,829856.7,0
FL,VOLUSIA COUNTY,0,20086.16,0
FL,VOLUSIA COUNTY,0,52954.42,0
FL,VOLUSIA COUNTY,0,11869.09,0
FL,VOLUSIA COUNTY,0,96778.77,0
FL,VOLUSIA COUNTY,0,4199.83,0
FL,VOLUSIA COUNTY,0,14334.21,0
FL,VOLUSIA COUNTY,0,3925.93,0
FL,VOLUSIA COUNTY,0,404462.23,0
FL,VOLUSIA COUNTY,0,5021.54,0
FL,VOLUSIA COUNTY,0,89474.71,0
FL,VOLUSIA COUNTY,0,620844.96,0
FL,VOLUSIA COUNTY,0,169819.36,0
FL,VOLUSIA COUNTY,0,5021.54,0
FL,VOLUSIA COUNTY,0,677907.91,0
FL,VOLUSIA COUNTY,0,147907.18,0
FL,VOLUSIA COUNTY,0,15886.33,0
FL,VOLUSIA COUNTY,0,473302.98,0
FL,VOLUSIA COUNTY,0,416331.32,0
FL,VOLUSIA COUNTY,0,31955.26,0
FL,VOLUSIA COUNTY,0,1095.61,0
FL,VOLUSIA COUNTY,0,41222.28,0
FL,VOLUSIA COUNTY,0,1186.91,0
FL,VOLUSIA COUNTY,0,419983.35,0
FL,VOLUSIA COUNTY,0,33781.27,0
FL,VOLUSIA COUNTY,0,1278.21,0
FL,VOLUSIA COUNTY,0,80152.91,0
FL,VOLUSIA COUNTY,0,39259.31,0
FL,VOLUSIA COUNTY,0,73953.59,0
FL,VOLUSIA COUNTY,0,36520.29,0
